id,name,chain,volume,market_cap,floor_price,avg_price,sales,assets,owners
306,Glue Factory Show,Ethereum,"1,220.27 ETH",197.65 ETH,0.0145 ETH,0.148 ETH,,"10,000","3,512"
307,Degenerate Regenerate,Ethereum,"1,220.26 ETH",835.15 ETH,0.08 ETH,0.1727 ETH,,"7,400","4,265"
308,Wicked Hounds,Ethereum,"1,214.55 ETH",112.1 ETH,0.0058 ETH,0.1529 ETH,,"11,111","4,157"
309,Shabu Town Shibas,Ethereum,"1,211.62 ETH",140.44 ETH,0.004 ETH,0.173 ETH,,"10,000","3,147"
310,Bastard Penguins,Ethereum,"1,207.49 ETH",72.86 ETH,0.007 ETH,0.08584 ETH,,"9,579","3,856"
401,Lucky Lion Club,Ethereum,"1,226.53 ETH",280.96 ETH,0.048 ETH,0.3078 ETH,,"4,000","2,512"
402,CyberFrogz,Ethereum,"1,156.52 ETH",191.96 ETH,0.035 ETH,0.1896 ETH,,"5,555","2,382"
403,Undead Pastel Club,Ethereum,"4,428.47 ETH",463.32 ETH,0.0299 ETH,0.3105 ETH,,"9,999","6,128"
404,Binance Blockchain Week 2022,BSC,"268,853.93 BUSD","195,390.88 BUSD",71 BUSD,84.73 BUSD,,"2,500","1,267"
405,STREETHERS,Ethereum,26.18 ETH,145.11 ETH,0.137 ETH,0.1577 ETH,,799,389
406,TheWhitelist.io,Ethereum,"1,315.74 ETH",554.79 ETH,0.035 ETH,0.1589 ETH,,"9,999","4,460"
407,Santos FC Hat-Trick: Primeira,BSC,"155,485.24 BUSD","707,044.65 BUSD",6.49 BUSD,50.75 BUSD,,"15,000","1,045"
408,Diviner MetaCity Mystery Box,BSC,"306,574.3 BUSD","247,714.14 BUSD",2.59 BUSD,62.85 BUSD,,"15,000","2,297"
409,Fat Ape Club,Ethereum,"3,121.42 ETH",300.35 ETH,0.025 ETH,0.4155 ETH,,"9,999","5,352"
410,Déesse Mystery Box,BSC,"888,343.04 BUSD","421,449.78 BUSD",1.9 BUSD,98.77 BUSD,,"17,000","2,088"
401,1inch × Parts of Four Unicorns,BSC,"2,261,004.38 BUSD","125,229.15 BUSD",1.099 BUSD,165.06 BUSD,,"22,000","4,939"
402,Ethaliens,Ethereum,703.35 ETH,613.44 ETH,0.07 ETH,0.08828 ETH,,"7,500","1,865"
403,HAPE: EXODUS,Ethereum,699.37 ETH,127.93 ETH,0.0088 ETH,0.09133 ETH,,"7,442","3,860"
404,Broadcasters,Ethereum,696.19 ETH,140.09 ETH,0.006 ETH,0.09162 ETH,,"7,777","2,487"
405,BitMates,Ethereum,693.12 ETH,"1,354.2 ETH",0.109 ETH,0.1477 ETH,,"10,000","1,908"
406,Graycraft2,Ethereum,686.12 ETH,"1,394.39 ETH",0.3 ETH,0.1823 ETH,,"5,200","1,578"
407,Billionaire Coyote Cartel,Ethereum,684.42 ETH,685.78 ETH,0.2 ETH,0.3664 ETH,,"2,222",261
408,SpaceBoysNFT,Ethereum,680.71 ETH,85.71 ETH,0.008 ETH,0.06823 ETH,,"8,888","4,640"
409,Persona Lamps,Ethereum,679.5 ETH,504.6 ETH,0.105 ETH,0.1341 ETH,,"4,443","1,491"
410,CHILL RX,Ethereum,676.44 ETH,"1,057.99 ETH",0.061 ETH,0.1031 ETH,,"9,946","3,942"
401,1inch × Parts of Four Unicorns,BSC,"2,261,004.38 BUSD","125,229.15 BUSD",1.099 BUSD,165.06 BUSD,,"22,000","4,939"
402,Ethaliens,Ethereum,703.35 ETH,613.44 ETH,0.07 ETH,0.08828 ETH,,"7,500","1,865"
403,HAPE: EXODUS,Ethereum,699.37 ETH,127.93 ETH,0.0088 ETH,0.09133 ETH,,"7,442","3,860"
404,Broadcasters,Ethereum,696.19 ETH,140.09 ETH,0.006 ETH,0.09162 ETH,,"7,777","2,487"
405,BitMates,Ethereum,693.12 ETH,"1,354.2 ETH",0.109 ETH,0.1477 ETH,,"10,000","1,908"
406,Graycraft2,Ethereum,686.12 ETH,"1,394.39 ETH",0.3 ETH,0.1823 ETH,,"5,200","1,578"
407,Billionaire Coyote Cartel,Ethereum,684.42 ETH,685.78 ETH,0.2 ETH,0.3664 ETH,,"2,222",261
408,SpaceBoysNFT,Ethereum,680.71 ETH,85.71 ETH,0.008 ETH,0.06823 ETH,,"8,888","4,640"
409,Persona Lamps,Ethereum,679.5 ETH,504.6 ETH,0.105 ETH,0.1341 ETH,,"4,443","1,491"
410,CHILL RX,Ethereum,676.44 ETH,"1,057.99 ETH",0.061 ETH,0.1031 ETH,,"9,946","3,942"
401,1inch × Parts of Four Unicorns,BSC,"2,261,004.38 BUSD","125,229.15 BUSD",1.099 BUSD,165.06 BUSD,,"22,000","4,939"
402,Ethaliens,Ethereum,703.35 ETH,613.44 ETH,0.07 ETH,0.08828 ETH,,"7,500","1,865"
403,HAPE: EXODUS,Ethereum,699.37 ETH,127.93 ETH,0.0088 ETH,0.09133 ETH,,"7,442","3,860"
404,Broadcasters,Ethereum,696.19 ETH,140.09 ETH,0.006 ETH,0.09162 ETH,,"7,777","2,487"
405,BitMates,Ethereum,693.12 ETH,"1,354.2 ETH",0.109 ETH,0.1477 ETH,,"10,000","1,908"
406,Graycraft2,Ethereum,686.12 ETH,"1,394.39 ETH",0.3 ETH,0.1823 ETH,,"5,200","1,578"
407,Billionaire Coyote Cartel,Ethereum,684.42 ETH,685.78 ETH,0.2 ETH,0.3664 ETH,,"2,222",261
408,SpaceBoysNFT,Ethereum,680.71 ETH,85.71 ETH,0.008 ETH,0.06823 ETH,,"8,888","4,640"
409,Persona Lamps,Ethereum,679.5 ETH,504.6 ETH,0.105 ETH,0.1341 ETH,,"4,443","1,491"
410,CHILL RX,Ethereum,676.44 ETH,"1,057.99 ETH",0.061 ETH,0.1031 ETH,,"9,946","3,942"
401,1inch × Parts of Four Unicorns,BSC,"2,261,004.38 BUSD","125,229.15 BUSD",1.099 BUSD,165.06 BUSD,,"22,000","4,939"
402,Ethaliens,Ethereum,703.35 ETH,613.44 ETH,0.07 ETH,0.08828 ETH,,"7,500","1,865"
403,HAPE: EXODUS,Ethereum,699.37 ETH,127.93 ETH,0.0088 ETH,0.09133 ETH,,"7,442","3,860"
404,Broadcasters,Ethereum,696.19 ETH,140.09 ETH,0.006 ETH,0.09162 ETH,,"7,777","2,487"
405,BitMates,Ethereum,693.12 ETH,"1,354.2 ETH",0.109 ETH,0.1477 ETH,,"10,000","1,908"
406,Graycraft2,Ethereum,686.12 ETH,"1,394.39 ETH",0.3 ETH,0.1823 ETH,,"5,200","1,578"
407,Billionaire Coyote Cartel,Ethereum,684.42 ETH,685.78 ETH,0.2 ETH,0.3664 ETH,,"2,222",261
408,SpaceBoysNFT,Ethereum,680.71 ETH,85.71 ETH,0.008 ETH,0.06823 ETH,,"8,888","4,640"
409,Persona Lamps,Ethereum,679.5 ETH,504.6 ETH,0.105 ETH,0.1341 ETH,,"4,443","1,491"
410,CHILL RX,Ethereum,676.44 ETH,"1,057.99 ETH",0.061 ETH,0.1031 ETH,,"9,946","3,942"
401,1inch × Parts of Four Unicorns,BSC,"2,261,004.38 BUSD","125,229.15 BUSD",1.099 BUSD,165.06 BUSD,,"22,000","4,939"
402,Ethaliens,Ethereum,703.35 ETH,613.44 ETH,0.07 ETH,0.08828 ETH,,"7,500","1,865"
403,HAPE: EXODUS,Ethereum,699.37 ETH,127.93 ETH,0.0088 ETH,0.09133 ETH,,"7,442","3,860"
404,Broadcasters,Ethereum,696.19 ETH,140.09 ETH,0.006 ETH,0.09162 ETH,,"7,777","2,487"
405,BitMates,Ethereum,693.12 ETH,"1,354.2 ETH",0.109 ETH,0.1477 ETH,,"10,000","1,908"
406,Graycraft2,Ethereum,686.12 ETH,"1,394.39 ETH",0.3 ETH,0.1823 ETH,,"5,200","1,578"
407,Billionaire Coyote Cartel,Ethereum,684.42 ETH,685.78 ETH,0.2 ETH,0.3664 ETH,,"2,222",261
408,SpaceBoysNFT,Ethereum,680.71 ETH,85.71 ETH,0.008 ETH,0.06823 ETH,,"8,888","4,640"
409,Persona Lamps,Ethereum,679.5 ETH,504.6 ETH,0.105 ETH,0.1341 ETH,,"4,443","1,491"
410,CHILL RX,Ethereum,676.44 ETH,"1,057.99 ETH",0.061 ETH,0.1031 ETH,,"9,946","3,942"
401,1inch × Parts of Four Unicorns,BSC,"2,261,004.38 BUSD","125,229.15 BUSD",1.099 BUSD,165.06 BUSD,,"22,000","4,939"
402,Ethaliens,Ethereum,703.35 ETH,613.44 ETH,0.07 ETH,0.08828 ETH,,"7,500","1,865"
403,HAPE: EXODUS,Ethereum,699.37 ETH,127.93 ETH,0.0088 ETH,0.09133 ETH,,"7,442","3,860"
404,Broadcasters,Ethereum,696.19 ETH,140.09 ETH,0.006 ETH,0.09162 ETH,,"7,777","2,487"
405,BitMates,Ethereum,693.12 ETH,"1,354.2 ETH",0.109 ETH,0.1477 ETH,,"10,000","1,908"
406,Graycraft2,Ethereum,686.12 ETH,"1,394.39 ETH",0.3 ETH,0.1823 ETH,,"5,200","1,578"
407,Billionaire Coyote Cartel,Ethereum,684.42 ETH,685.78 ETH,0.2 ETH,0.3664 ETH,,"2,222",261
408,SpaceBoysNFT,Ethereum,680.71 ETH,85.71 ETH,0.008 ETH,0.06823 ETH,,"8,888","4,640"
409,Persona Lamps,Ethereum,679.5 ETH,504.6 ETH,0.105 ETH,0.1341 ETH,,"4,443","1,491"
410,CHILL RX,Ethereum,676.44 ETH,"1,057.99 ETH",0.061 ETH,0.1031 ETH,,"9,946","3,942"
501,The Wicked Craniums,Ethereum,"9,244.53 ETH","2,109.7 ETH",0.1 ETH,0.405 ETH,,"10,762","4,452"
502,Toddlerpillars,Ethereum,236.59 ETH,390.53 ETH,0.0299 ETH,0.05556 ETH,,"9,998","3,393"
503,MyMetaHouse vol.1,Solana,44.5 SOL,44.33 SOL,1 SOL,2.225 SOL,,19,2
504,JunkYardDogs,Ethereum,"2,160.72 ETH",386.03 ETH,0.038 ETH,0.2126 ETH,,"7,977","3,423"
505,Citizenz Genesis,Ethereum,297.64 ETH,58.27 ETH,0.015 ETH,0.05001 ETH,,"5,000","2,235"
506,Fly Frogs,Ethereum,"1,981.94 ETH",192.23 ETH,0.018 ETH,0.1523 ETH,,"9,999","3,920"
507,Happy Astronauts,Ethereum,11.83 ETH,78.32 ETH,0.075 ETH,0.09542 ETH,,"1,054",414
508,Superlative Mutated Apes,Ethereum,265.86 ETH,247.28 ETH,0.02 ETH,0.142 ETH,,"6,873","2,540"
509,Arab Meta Social Club,Ethereum,168.67 ETH,136.82 ETH,0.04 ETH,0.2298 ETH,,"3,200","1,295"
510,All Stars Mystery Box Series 1,BSC,"39,817.37 BUSD","453,653.73 BUSD",2.95 BUSD,19.65 BUSD,,"41,734","1,366"
501,Galactic Secret Agency,Ethereum,427.1 ETH,161.65 ETH,0.009 ETH,0.06802 ETH,,"9,999","2,662"
502,Ethereal Art,Ethereum,423.05 ETH,340.94 ETH,0.059 ETH,0.1271 ETH,,"4,929","1,972"
503,CyberTrade Mystery Box,BSC,"1,354,109.58 BUSD","95,950 BUSD",52.12 BUSD,399.32 BUSD,,"1,500",464
504,Lucky Ducky,Ethereum,421.59 ETH,414.65 ETH,0.048 ETH,0.07223 ETH,,"7,777","3,101"
505,Cypher City,Ethereum,415.36 ETH,115.52 ETH,0.0088 ETH,0.06461 ETH,,"8,886","2,765"
506,BoneHeads,Ethereum,402.29 ETH,357.17 ETH,0.019 ETH,0.06031 ETH,,"10,000","1,792"
507,Wooshi World,Ethereum,399.4 ETH,282.24 ETH,0.016 ETH,0.09871 ETH,,"11,109","4,558"
508,Sushiverse,Ethereum,394.2 ETH,59.17 ETH,0.005 ETH,0.07882 ETH,,"10,000","3,788"
509,Cosmos Kidz,Ethereum,392.3 ETH,202.29 ETH,0.029 ETH,0.1035 ETH,,"6,060","2,772"
510,Baby Battle Bots,Ethereum,389.57 ETH,36.2 ETH,0.016 ETH,0.124 ETH,,"3,498","1,382"
501,Galactic Secret Agency,Ethereum,427.1 ETH,161.65 ETH,0.009 ETH,0.06802 ETH,,"9,999","2,662"
502,Ethereal Art,Ethereum,423.05 ETH,340.94 ETH,0.059 ETH,0.1271 ETH,,"4,929","1,972"
503,CyberTrade Mystery Box,BSC,"1,354,109.58 BUSD","95,950 BUSD",52.12 BUSD,399.32 BUSD,,"1,500",464
504,Lucky Ducky,Ethereum,421.59 ETH,414.65 ETH,0.048 ETH,0.07223 ETH,,"7,777","3,101"
505,Cypher City,Ethereum,415.36 ETH,115.52 ETH,0.0088 ETH,0.06461 ETH,,"8,886","2,765"
506,BoneHeads,Ethereum,402.29 ETH,357.17 ETH,0.019 ETH,0.06031 ETH,,"10,000","1,792"
507,Wooshi World,Ethereum,399.4 ETH,282.24 ETH,0.016 ETH,0.09871 ETH,,"11,109","4,558"
508,Sushiverse,Ethereum,394.2 ETH,59.17 ETH,0.005 ETH,0.07882 ETH,,"10,000","3,788"
509,Cosmos Kidz,Ethereum,392.3 ETH,202.29 ETH,0.029 ETH,0.1035 ETH,,"6,060","2,772"
510,Baby Battle Bots,Ethereum,389.57 ETH,36.2 ETH,0.016 ETH,0.124 ETH,,"3,498","1,382"
501,Galactic Secret Agency,Ethereum,427.1 ETH,161.65 ETH,0.009 ETH,0.06802 ETH,,"9,999","2,662"
502,Ethereal Art,Ethereum,423.05 ETH,340.94 ETH,0.059 ETH,0.1271 ETH,,"4,929","1,972"
503,CyberTrade Mystery Box,BSC,"1,354,109.58 BUSD","95,950 BUSD",52.12 BUSD,399.32 BUSD,,"1,500",464
504,Lucky Ducky,Ethereum,421.59 ETH,414.65 ETH,0.048 ETH,0.07223 ETH,,"7,777","3,101"
505,Cypher City,Ethereum,415.36 ETH,115.52 ETH,0.0088 ETH,0.06461 ETH,,"8,886","2,765"
506,BoneHeads,Ethereum,402.29 ETH,357.17 ETH,0.019 ETH,0.06031 ETH,,"10,000","1,792"
507,Wooshi World,Ethereum,399.4 ETH,282.24 ETH,0.016 ETH,0.09871 ETH,,"11,109","4,558"
508,Sushiverse,Ethereum,394.2 ETH,59.17 ETH,0.005 ETH,0.07882 ETH,,"10,000","3,788"
509,Cosmos Kidz,Ethereum,392.3 ETH,202.29 ETH,0.029 ETH,0.1035 ETH,,"6,060","2,772"
510,Baby Battle Bots,Ethereum,389.57 ETH,36.2 ETH,0.016 ETH,0.124 ETH,,"3,498","1,382"
501,Galactic Secret Agency,Ethereum,427.1 ETH,161.65 ETH,0.009 ETH,0.06802 ETH,,"9,999","2,662"
502,Ethereal Art,Ethereum,423.05 ETH,340.94 ETH,0.059 ETH,0.1271 ETH,,"4,929","1,972"
503,CyberTrade Mystery Box,BSC,"1,354,109.58 BUSD","95,950 BUSD",52.12 BUSD,399.32 BUSD,,"1,500",464
504,Lucky Ducky,Ethereum,421.59 ETH,414.65 ETH,0.048 ETH,0.07223 ETH,,"7,777","3,101"
505,Cypher City,Ethereum,415.36 ETH,115.52 ETH,0.0088 ETH,0.06461 ETH,,"8,886","2,765"
506,BoneHeads,Ethereum,402.29 ETH,357.17 ETH,0.019 ETH,0.06031 ETH,,"10,000","1,792"
507,Wooshi World,Ethereum,399.4 ETH,282.24 ETH,0.016 ETH,0.09871 ETH,,"11,109","4,558"
508,Sushiverse,Ethereum,394.2 ETH,59.17 ETH,0.005 ETH,0.07882 ETH,,"10,000","3,788"
509,Cosmos Kidz,Ethereum,392.3 ETH,202.29 ETH,0.029 ETH,0.1035 ETH,,"6,060","2,772"
510,Baby Battle Bots,Ethereum,389.57 ETH,36.2 ETH,0.016 ETH,0.124 ETH,,"3,498","1,382"
501,Galactic Secret Agency,Ethereum,427.1 ETH,161.65 ETH,0.009 ETH,0.06802 ETH,,"9,999","2,662"
502,Ethereal Art,Ethereum,423.05 ETH,340.94 ETH,0.059 ETH,0.1271 ETH,,"4,929","1,972"
503,CyberTrade Mystery Box,BSC,"1,354,109.58 BUSD","95,950 BUSD",52.12 BUSD,399.32 BUSD,,"1,500",464
504,Lucky Ducky,Ethereum,421.59 ETH,414.65 ETH,0.048 ETH,0.07223 ETH,,"7,777","3,101"
505,Cypher City,Ethereum,415.36 ETH,115.52 ETH,0.0088 ETH,0.06461 ETH,,"8,886","2,765"
506,BoneHeads,Ethereum,402.29 ETH,357.17 ETH,0.019 ETH,0.06031 ETH,,"10,000","1,792"
507,Wooshi World,Ethereum,399.4 ETH,282.24 ETH,0.016 ETH,0.09871 ETH,,"11,109","4,558"
508,Sushiverse,Ethereum,394.2 ETH,59.17 ETH,0.005 ETH,0.07882 ETH,,"10,000","3,788"
509,Cosmos Kidz,Ethereum,392.3 ETH,202.29 ETH,0.029 ETH,0.1035 ETH,,"6,060","2,772"
510,Baby Battle Bots,Ethereum,389.57 ETH,36.2 ETH,0.016 ETH,0.124 ETH,,"3,498","1,382"
501,Galactic Secret Agency,Ethereum,427.1 ETH,161.65 ETH,0.009 ETH,0.06802 ETH,,"9,999","2,662"
502,Ethereal Art,Ethereum,423.05 ETH,340.94 ETH,0.059 ETH,0.1271 ETH,,"4,929","1,972"
503,CyberTrade Mystery Box,BSC,"1,354,109.58 BUSD","95,950 BUSD",52.12 BUSD,399.32 BUSD,,"1,500",464
504,Lucky Ducky,Ethereum,421.59 ETH,414.65 ETH,0.048 ETH,0.07223 ETH,,"7,777","3,101"
505,Cypher City,Ethereum,415.36 ETH,115.52 ETH,0.0088 ETH,0.06461 ETH,,"8,886","2,765"
506,BoneHeads,Ethereum,402.29 ETH,357.17 ETH,0.019 ETH,0.06031 ETH,,"10,000","1,792"
507,Wooshi World,Ethereum,399.4 ETH,282.24 ETH,0.016 ETH,0.09871 ETH,,"11,109","4,558"
508,Sushiverse,Ethereum,394.2 ETH,59.17 ETH,0.005 ETH,0.07882 ETH,,"10,000","3,788"
509,Cosmos Kidz,Ethereum,392.3 ETH,202.29 ETH,0.029 ETH,0.1035 ETH,,"6,060","2,772"
510,Baby Battle Bots,Ethereum,389.57 ETH,36.2 ETH,0.016 ETH,0.124 ETH,,"3,498","1,382"
601,Angry Boars,Ethereum,827.18 ETH,273.16 ETH,0.0175 ETH,0.09392 ETH,,"10,000","3,518"
602,The Winkybots,Ethereum,153.81 ETH,819.52 ETH,0.045 ETH,0.1172 ETH,,"10,376","3,319"
603,Dope Shibas,Ethereum,"1,520.58 ETH",118.27 ETH,0.01 ETH,0.1278 ETH,,"9,899","4,028"
604,Prometheus-GodNFT,BSC,"49,538.1 BUSD","511,366.02 BUSD",120 BUSD,165.13 BUSD,,"3,141",134
605,FCF: Ballerz Collective - 8oki,Ethereum,105.14 ETH,379.73 ETH,0.049 ETH,0.09844 ETH,,"4,173","1,101"
606,Fast Food Frens,Ethereum,"1,329.22 ETH",326.18 ETH,0.049 ETH,0.2237 ETH,,"5,555","1,916"
607,Beta-Tier 2 (Dark Frontiers),BSC,"2,818,770.98 BUSD","299,600 BUSD",309 BUSD,"1,035.17 BUSD",,"1,000",441
608,Rare Ghost Club,Ethereum,366.52 ETH,144.92 ETH,0.0323 ETH,0.1511 ETH,,"5,006","2,484"
609,Doodories,Ethereum,154.54 ETH,193.38 ETH,0.006 ETH,0.05402 ETH,,"7,777","2,830"
610,Dank Ducks,Ethereum,49.63 ETH,35.3 ETH,0.002 ETH,0.01823 ETH,,"6,973","2,732"
601,Cranky Critters,Ethereum,245.5 ETH,63.47 ETH,0.011 ETH,0.06449 ETH,,"5,848","1,924"
602,Alpha-Tier 3 (Dark Frontiers),BSC,"787,210.09 BUSD","233,307.73 BUSD",117 BUSD,133 BUSD,,"2,000","1,003"
603,Spectral Skellies,Ethereum,240.28 ETH,39.23 ETH,0.0175 ETH,0.0844 ETH,,"3,333","1,095"
604,Degen Farm Creatures,Ethereum,239.97 ETH,0 ETH,0.039 ETH,0.3603 ETH,,961,191
605,Return of Legends S2,BSC,"760,960.2 BUSD","1,733,845.4 BUSD",38.79 BUSD,369.22 BUSD,,"12,000","1,098"
606,Toddlerpillars,Ethereum,236.59 ETH,390.53 ETH,0.0299 ETH,0.05556 ETH,,"9,998","3,393"
607,Chameleon Collective,Ethereum,235.57 ETH,355.06 ETH,0.02 ETH,0.06529 ETH,,"10,000","2,856"
608,The Unstable Horses Yard,Ethereum,235.03 ETH,193.6 ETH,0.01 ETH,0.05045 ETH,,"9,999","3,119"
609,Neon Junkies,Ethereum,232.37 ETH,45.67 ETH,0.006 ETH,0.06006 ETH,,"9,135","2,927"
610,Abnormal Jean,Ethereum,232.27 ETH,962 ETH,0.05 ETH,0.1239 ETH,,"8,888","3,195"
601,Cranky Critters,Ethereum,245.5 ETH,63.47 ETH,0.011 ETH,0.06449 ETH,,"5,848","1,924"
602,Alpha-Tier 3 (Dark Frontiers),BSC,"787,210.09 BUSD","233,307.73 BUSD",117 BUSD,133 BUSD,,"2,000","1,003"
603,Spectral Skellies,Ethereum,240.28 ETH,39.23 ETH,0.0175 ETH,0.0844 ETH,,"3,333","1,095"
604,Degen Farm Creatures,Ethereum,239.97 ETH,0 ETH,0.039 ETH,0.3603 ETH,,961,191
605,Return of Legends S2,BSC,"760,960.2 BUSD","1,733,845.4 BUSD",38.79 BUSD,369.22 BUSD,,"12,000","1,098"
606,Toddlerpillars,Ethereum,236.59 ETH,390.53 ETH,0.0299 ETH,0.05556 ETH,,"9,998","3,393"
607,Chameleon Collective,Ethereum,235.57 ETH,355.06 ETH,0.02 ETH,0.06529 ETH,,"10,000","2,856"
608,The Unstable Horses Yard,Ethereum,235.03 ETH,193.6 ETH,0.01 ETH,0.05045 ETH,,"9,999","3,119"
609,Neon Junkies,Ethereum,232.37 ETH,45.67 ETH,0.006 ETH,0.06006 ETH,,"9,135","2,927"
610,Abnormal Jean,Ethereum,232.27 ETH,962 ETH,0.05 ETH,0.1239 ETH,,"8,888","3,195"
601,Cranky Critters,Ethereum,245.5 ETH,63.47 ETH,0.011 ETH,0.06449 ETH,,"5,848","1,924"
602,Alpha-Tier 3 (Dark Frontiers),BSC,"787,210.09 BUSD","233,307.73 BUSD",117 BUSD,133 BUSD,,"2,000","1,003"
603,Spectral Skellies,Ethereum,240.28 ETH,39.23 ETH,0.0175 ETH,0.0844 ETH,,"3,333","1,095"
604,Degen Farm Creatures,Ethereum,239.97 ETH,0 ETH,0.039 ETH,0.3603 ETH,,961,191
605,Return of Legends S2,BSC,"760,960.2 BUSD","1,733,845.4 BUSD",38.79 BUSD,369.22 BUSD,,"12,000","1,098"
606,Toddlerpillars,Ethereum,236.59 ETH,390.53 ETH,0.0299 ETH,0.05556 ETH,,"9,998","3,393"
607,Chameleon Collective,Ethereum,235.57 ETH,355.06 ETH,0.02 ETH,0.06529 ETH,,"10,000","2,856"
608,The Unstable Horses Yard,Ethereum,235.03 ETH,193.6 ETH,0.01 ETH,0.05045 ETH,,"9,999","3,119"
609,Neon Junkies,Ethereum,232.37 ETH,45.67 ETH,0.006 ETH,0.06006 ETH,,"9,135","2,927"
610,Abnormal Jean,Ethereum,232.27 ETH,962 ETH,0.05 ETH,0.1239 ETH,,"8,888","3,195"
601,Cranky Critters,Ethereum,245.5 ETH,63.47 ETH,0.011 ETH,0.06449 ETH,,"5,848","1,924"
602,Alpha-Tier 3 (Dark Frontiers),BSC,"787,210.09 BUSD","233,307.73 BUSD",117 BUSD,133 BUSD,,"2,000","1,003"
603,Spectral Skellies,Ethereum,240.28 ETH,39.23 ETH,0.0175 ETH,0.0844 ETH,,"3,333","1,095"
604,Degen Farm Creatures,Ethereum,239.97 ETH,0 ETH,0.039 ETH,0.3603 ETH,,961,191
605,Return of Legends S2,BSC,"760,960.2 BUSD","1,733,845.4 BUSD",38.79 BUSD,369.22 BUSD,,"12,000","1,098"
606,Toddlerpillars,Ethereum,236.59 ETH,390.53 ETH,0.0299 ETH,0.05556 ETH,,"9,998","3,393"
607,Chameleon Collective,Ethereum,235.57 ETH,355.06 ETH,0.02 ETH,0.06529 ETH,,"10,000","2,856"
608,The Unstable Horses Yard,Ethereum,235.03 ETH,193.6 ETH,0.01 ETH,0.05045 ETH,,"9,999","3,119"
609,Neon Junkies,Ethereum,232.37 ETH,45.67 ETH,0.006 ETH,0.06006 ETH,,"9,135","2,927"
610,Abnormal Jean,Ethereum,232.27 ETH,962 ETH,0.05 ETH,0.1239 ETH,,"8,888","3,195"
601,Cranky Critters,Ethereum,245.5 ETH,63.47 ETH,0.011 ETH,0.06449 ETH,,"5,848","1,924"
602,Alpha-Tier 3 (Dark Frontiers),BSC,"787,210.09 BUSD","233,307.73 BUSD",117 BUSD,133 BUSD,,"2,000","1,003"
603,Spectral Skellies,Ethereum,240.28 ETH,39.23 ETH,0.0175 ETH,0.0844 ETH,,"3,333","1,095"
604,Degen Farm Creatures,Ethereum,239.97 ETH,0 ETH,0.039 ETH,0.3603 ETH,,961,191
605,Return of Legends S2,BSC,"760,960.2 BUSD","1,733,845.4 BUSD",38.79 BUSD,369.22 BUSD,,"12,000","1,098"
606,Toddlerpillars,Ethereum,236.59 ETH,390.53 ETH,0.0299 ETH,0.05556 ETH,,"9,998","3,393"
607,Chameleon Collective,Ethereum,235.57 ETH,355.06 ETH,0.02 ETH,0.06529 ETH,,"10,000","2,856"
608,The Unstable Horses Yard,Ethereum,235.03 ETH,193.6 ETH,0.01 ETH,0.05045 ETH,,"9,999","3,119"
609,Neon Junkies,Ethereum,232.37 ETH,45.67 ETH,0.006 ETH,0.06006 ETH,,"9,135","2,927"
610,Abnormal Jean,Ethereum,232.27 ETH,962 ETH,0.05 ETH,0.1239 ETH,,"8,888","3,195"
601,Cranky Critters,Ethereum,245.5 ETH,63.47 ETH,0.011 ETH,0.06449 ETH,,"5,848","1,924"
602,Alpha-Tier 3 (Dark Frontiers),BSC,"787,210.09 BUSD","233,307.73 BUSD",117 BUSD,133 BUSD,,"2,000","1,003"
603,Spectral Skellies,Ethereum,240.28 ETH,39.23 ETH,0.0175 ETH,0.0844 ETH,,"3,333","1,095"
604,Degen Farm Creatures,Ethereum,239.97 ETH,0 ETH,0.039 ETH,0.3603 ETH,,961,191
605,Return of Legends S2,BSC,"760,960.2 BUSD","1,733,845.4 BUSD",38.79 BUSD,369.22 BUSD,,"12,000","1,098"
606,Toddlerpillars,Ethereum,236.59 ETH,390.53 ETH,0.0299 ETH,0.05556 ETH,,"9,998","3,393"
607,Chameleon Collective,Ethereum,235.57 ETH,355.06 ETH,0.02 ETH,0.06529 ETH,,"10,000","2,856"
608,The Unstable Horses Yard,Ethereum,235.03 ETH,193.6 ETH,0.01 ETH,0.05045 ETH,,"9,999","3,119"
609,Neon Junkies,Ethereum,232.37 ETH,45.67 ETH,0.006 ETH,0.06006 ETH,,"9,135","2,927"
610,Abnormal Jean,Ethereum,232.27 ETH,962 ETH,0.05 ETH,0.1239 ETH,,"8,888","3,195"
701,Tools of Rock,Ethereum,"1,806.3 ETH",331.54 ETH,0.03 ETH,0.2485 ETH,,"7,376","2,235"
702,Rogue Society,Ethereum,"2,845.64 ETH",99.65 ETH,0.008 ETH,0.177 ETH,,"15,777","7,088"
703,Charged Punks,Ethereum,57.19 ETH,190.66 ETH,0.023 ETH,0.09469 ETH,,"4,726","1,207"
704,MLBB:The Aspirants Mystery Box,BSC,"320,462.05 BUSD","150,492.15 BUSD",1.3 BUSD,31.45 BUSD,,"25,000","6,910"
705,Average Punks,Ethereum,49.81 ETH,186.56 ETH,0.049 ETH,0.06976 ETH,,"4,200",753
706,DAHS Metaverse Avatars,Solana,135.33 SOL,22.18 SOL,0.8 SOL,1.1666 SOL,,33,24
707,Pleb Punks,Ethereum,48.85 ETH,31.67 ETH,0.015 ETH,0.1007 ETH,,"2,628","1,279"
708,Habbo Portraits,Ethereum,37.77 ETH,171.34 ETH,0.059 ETH,0.07599 ETH,,"2,774",940
